pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SI,2024-07-04,90.8,-3.72,3.47,"Thompson, Ryan",678246,657044,field_out,hit_into_play,,,,,13,"Miguel Vargas grounds out, shortstop Geraldo Perdomo to first baseman Christian Walker.",R,R,R,LAD,AZ,X,6,ground_ball,3,2,2024,-1.29,-0.72,-0.1449799314101363,1.4056083545446647,,,,1,8,Bot,111.23,156.26,,,,,11.82026248736045,-131.5619286734286,2.440159634308369,-17.587313370820137,30.392799938550805,-41.39102811373243,3.42,1.65,4,84.8,-19,91.2,2035,7.0,746126,672515,572233,606466,621028,672695,666971,677950,682998,53.55,0.053,0.074,0.0,1,0,0,2,67,8,Sinker,3,5,3,5,5,3,3,5,Standard,Standard,275,-0.038,-0.332,70.7,7.4,,0.055,0.332,88.0,-2,-2,0.131,0.131,32,24,32,25,1,2,4,1,2,1,3.53,1.29,1.29,-10.2,1.3983161754418814,9.334624078724248,41.89486650894241,36.24506091868841,27.94710016233762
SL,2024-07-04,79.8,-3.87,3.62,"Thompson, Ryan",678246,657044,,ball,,,,,12,,R,R,R,LAD,AZ,B,,,2,2,2024,0.95,1.02,1.3442049307220645,2.684398079143879,,,,1,8,Bot,,,,,,,9.72932485942575,-115.7893108366778,2.8846698189390336,6.550995839081445,23.247113709738517,-23.93170788940132,3.42000151353585,1.6593885235179,,,,80.0,2244,6.7,746126,672515,572233,606466,621028,672695,666971,677950,682998,53.76,,,,,,,,67,7,Slider,3,5,3,5,5,3,3,5,Standard,Standard,86,0.013,0.108,,,,,-0.108,,-2,-2,0.118,0.118,32,24,32,25,1,2,4,1,2,1,2.6,-0.95,-0.95,-7.1,,,,,
SI,2024-07-04,91.5,-3.61,3.6,"Thompson, Ryan",678246,657044,,foul,,,,,13,,R,R,R,LAD,AZ,S,,,2,2,2024,-1.39,-0.65,-0.9649702157522756,2.2817389494876723,,,,1,8,Bot,,,,,,,9.726992018990746,-132.78371169403044,4.0395459064118615,-18.58398285762939,29.48835939640268,-41.07152206712963,3.42,1.65,6,85.9,-24,91.8,1992,6.7,746126,672515,572233,606466,621028,672695,666971,677950,682998,53.82,,,,,,,,67,6,Sinker,3,5,3,5,5,3,3,5,Standard,Standard,270,0.0,0.0,70.9,7.8,,,0.0,88.0,-2,-2,0.118,0.118,32,24,32,25,1,2,4,1,2,1,3.4,1.39,1.39,-9.1,21.45459017866693,-16.13645843189472,40.340850382376885,25.591264788860794,46.36716517831514
SL,2024-07-04,79.4,-3.88,3.69,"Thompson, Ryan",678246,657044,,ball,,,,,14,,R,R,R,LAD,AZ,B,,,1,2,2024,1.14,0.72,1.7564594005906942,2.337252111675012,,,,1,8,Bot,,,,,,,10.272636754009364,-115.16799824533784,2.584996436798038,8.059727305467044,22.648640453180928,-26.61623448589997,3.37761649615602,1.65000032756553,,,,79.7,2317,6.8,746126,672515,572233,606466,621028,672695,666971,677950,682998,53.71,,,,,,,,67,5,Slider,3,5,3,5,5,3,3,5,Standard,Standard,83,0.004,0.043,,,,,-0.043,,-2,-2,0.114,0.114,32,24,32,25,1,2,4,1,2,1,2.94,-1.14,-1.14,-6.5,,,,,
SL,2024-07-04,78.7,-3.82,3.71,"Thompson, Ryan",678246,657044,,foul,,,,,11,,R,R,R,LAD,AZ,S,,,1,2,2024,1.08,0.93,-1.1495279320182124,2.9834876461624376,,,,1,8,Bot,,,,,,,3.836779334719749,-114.56289362683972,3.5390738478876456,8.794268715202564,20.670002356011853,-24.78980665083216,3.42,1.65,,,,79.6,2225,6.8,746126,672515,572233,606466,621028,672695,666971,677950,682998,53.66,,,,,,,,67,4,Slider,3,5,3,5,5,3,3,5,Standard,Standard,88,0.0,0.0,,,,,0.0,,-2,-2,0.114,0.114,32,24,32,25,1,2,4,1,2,1,2.74,-1.08,-1.08,-5.2,,,,,
FF,2024-07-04,92.2,-3.81,3.92,"Thompson, Ryan",678246,657044,,ball,,,,,11,,R,R,R,LAD,AZ,B,,,0,2,2024,-1.13,0.52,-1.3065126903643942,2.900245238002164,,,,1,8,Bot,,,,,,,8.93862873880245,-134.03975721660686,2.1210906832649776,-15.44179825432436,26.60994570344972,-26.55972175081609,3.2898161758072,1.55969105164478,,,,93.7,2057,7.0,746126,672515,572233,606466,621028,672695,666971,677950,682998,53.45,,,,,,,,67,3,4-Seam Fastball,3,5,3,5,5,3,3,5,Standard,Standard,263,0.003,0.02,,,,,-0.02,,-2,-2,0.111,0.111,32,24,32,25,1,2,4,1,2,1,2.15,1.13,1.13,-3.3,,,,,
SI,2024-07-04,91.9,-3.74,3.74,"Thompson, Ryan",678246,657044,,foul_tip,,,,,13,,R,R,R,LAD,AZ,S,,,0,1,2024,-1.37,-0.66,-0.8837256909614346,1.7001834021869624,,,,1,8,Bot,,,,,,,10.279426919619684,-133.3750814334971,2.1703717549005286,-18.57697546067053,28.94613899752946,-40.77863797990468,3.42,1.65,,,,92.5,2049,6.8,746126,672515,572233,606466,621028,672695,666971,677950,682998,53.7,,,,,,,,67,2,Sinker,3,5,3,5,5,3,3,5,Standard,Standard,275,-0.007,-0.057,68.0,7.3,,,0.057,,-2,-2,0.118,0.118,32,24,32,25,1,2,4,1,2,1,3.37,1.37,1.37,-7.4,0.2827655829278236,-3.6623944076711386,45.832166717321975,26.16888370691825,29.64438174849373
SI,2024-07-04,91.3,-3.83,3.69,"Thompson, Ryan",678246,657044,,called_strike,,,,,4,,R,R,R,LAD,AZ,S,,,0,0,2024,-1.23,-0.68,-0.7749762324050407,2.154895112428925,,,,1,8,Bot,,,,,,,10.40355751111723,-132.49848243847896,3.518157337868854,-16.640100026653908,26.58152981089037,-41.15771168629514,3.30811534624624,1.54539682596897,,,,92.2,2002,6.8,746126,672515,572233,606466,621028,672695,666971,677950,682998,53.66,,,,,,,,67,1,Sinker,3,5,3,5,5,3,3,5,Standard,Standard,280,-0.005,-0.037,,,,,0.037,,-2,-2,0.123,0.123,32,24,32,25,1,2,4,1,2,1,3.41,1.23,1.23,-9.6,,,,,
SI,2024-07-04,91.1,-3.9,3.55,"Thompson, Ryan",681624,657044,field_out,hit_into_play,,,,,4,Andy Pages lines out sharply to center fielder Alek Thomas.,R,R,R,LAD,AZ,X,8,line_drive,0,0,2024,-1.15,-0.67,-0.3058965440671362,2.3061148244950704,,,,0,8,Bot,95.09,70.32,,,,,11.570369073375996,-132.10570517799218,4.3317388699454105,-15.973673209137823,29.308842516489808,-41.23508382436446,3.59,1.69,327,102.0,17,91.5,1976,6.8,746126,672515,572233,606466,621028,672695,666971,677950,682998,53.67,0.453,0.504,0.0,1,0,0,5,66,1,Sinker,3,5,3,5,5,3,3,5,Standard,Standard,276,-0.044,-0.254,76.0,7.4,,0.763,0.254,102.0,-2,-2,0.167,0.167,32,23,32,24,1,3,4,1,2,1,3.44,1.15,1.15,-10.6,2.663429146575082,-4.693309194629466,37.6516405068768,34.71259610811954,36.37689336358055
SI,2024-07-04,88.5,3.17,5.72,"Ramirez, Nick",677950,598286,field_out,hit_into_play,,,,,8,"Alek Thomas grounds out sharply, shortstop Enrique Hernández to first baseman Freddie Freeman.",R,L,L,LAD,AZ,X,6,ground_ball,0,0,2024,1.38,0.35,0.2201769056612033,1.8842662703718944,,,672515,2,8,Top,139.68,149.6,,,,,-9.87475640751906,-128.50291969968137,-3.9447473312763854,17.26423393556976,25.90073842120247,-27.699031858982725,3.23,1.45,5,101.0,-21,87.1,2067,5.5,746126,605131,518692,666158,621035,571771,678246,681624,606192,55.01,0.213,0.193,0.0,1,0,0,2,65,1,Sinker,3,5,5,3,5,3,5,3,Infield shade,Standard,124,0.014,-0.271,68.6,6.4,,0.217,0.271,101.0,-2,2,0.153,0.847,34,24,35,24,1,3,49,2,67,1,2.57,1.38,1.38,29.0,-0.222759094027274,14.904882288158127,34.681845206961896,34.707499767129896,25.10798862339441
SI,2024-07-04,88.3,3.24,5.72,"Ramirez, Nick",553993,598286,strikeout,called_strike,,,,,4,Eugenio Suárez called out on strikes.,R,R,L,LAD,AZ,S,2,,2,2,2024,1.42,0.12,-0.7038669312013501,2.30197022770596,,,672515,1,8,Top,,,,,,,-12.33216681931501,-128.0401898316989,-2.4408080211711223,18.170435103018686,25.6578918056788,-30.51405621397005,3.50999943538694,1.59940484155165,,,,86.9,1970,5.5,746126,605131,518692,666158,621035,571771,678246,681624,606192,54.99,,0.0,0.0,1,0,0,,64,6,Sinker,3,5,5,3,5,3,5,3,Standard,Standard,122,0.014,-0.229,,,,,0.229,,-2,2,0.139,0.861,34,32,35,33,1,3,49,1,67,1,2.81,1.42,-1.42,28.6,,,,,
ST,2024-07-04,82.2,3.4,5.69,"Ramirez, Nick",553993,598286,,foul,,,,,7,,R,R,L,LAD,AZ,S,,,2,2,2024,-0.7,0.27,-0.8068786906896763,1.982369351085332,,,672515,1,8,Top,,,,,,,-8.028326286681162,-119.30472901560866,-2.1886495363634326,-4.744132474801375,27.837877555042105,-29.38882481976133,3.51,1.6,,99.8,17,,2583,5.5,746126,605131,518692,666158,621035,571771,678246,681624,606192,54.98,,,,,,,,64,5,Sweeper,3,5,5,3,5,3,5,3,Standard,Standard,320,0.0,0.0,73.0,8.7,,,0.0,99.8,-2,2,0.139,0.861,34,32,35,33,1,3,49,1,67,1,3.18,-0.7,0.7,26.8,29.3124706336032,-30.975690599697167,45.40652124069252,26.65842029141677,44.68463625310438
CH,2024-07-04,78.9,3.27,5.71,"Ramirez, Nick",553993,598286,,ball,,,,,14,,R,R,L,LAD,AZ,B,,,1,2,2024,1.2,0.65,0.3882988422871756,0.999621103435337,,,672515,1,8,Top,,,,,,,-8.37739357658692,-114.57458901052009,-4.581822742860398,12.0956198620269,20.64546655922559,-25.81941467401131,3.47297872563145,1.59999847942948,,,,77.9,1628,5.6,746126,605131,518692,666158,621035,571771,678246,681624,606192,54.88,,,,,,,,64,4,Changeup,3,5,5,3,5,3,5,3,Standard,Standard,116,-0.003,0.048,,,,,-0.048,,-2,2,0.142,0.858,34,32,35,33,1,3,49,1,67,1,3.02,1.2,-1.2,29.0,,,,,
CH,2024-07-04,79.3,3.18,5.7,"Ramirez, Nick",553993,598286,,swinging_strike,,,,,13,,R,R,L,LAD,AZ,S,,,1,1,2024,1.15,0.66,-0.0359025648958899,1.12368127034825,,,672515,1,8,Top,,,,,,,-9.02914537019172,-115.09115538909076,-4.417643012271298,11.805138307209006,19.73461747594936,-25.66879266294303,3.51,1.6,,,,78.3,1558,5.6,746126,605131,518692,666158,621035,571771,678246,681624,606192,54.93,,,,,,,,64,3,Changeup,3,5,5,3,5,3,5,3,Standard,Standard,116,0.004,-0.059,74.6,8.8,3.03348924,,0.059,,-2,2,0.138,0.862,34,32,35,33,1,3,49,1,67,1,2.96,1.15,-1.15,27.6,33.03644189744169,-28.397840440904123,45.70824622964701,35.56783203146462,49.308298013371584
ST,2024-07-04,80.7,3.38,5.63,"Ramirez, Nick",553993,598286,,ball,,,,,13,,R,R,L,LAD,AZ,B,,,0,1,2024,-1.36,-0.25,-1.389487585328365,1.484442794155278,,,672515,1,8,Top,,,,,,,-7.894521153268256,-117.24981317502674,-1.9994166520799803,-10.859005082550416,23.94712427953557,-34.30940239181394,3.49231989633707,1.56497823202418,,,,79.2,2571,5.5,746126,605131,518692,666158,621035,571771,678246,681624,606192,54.97,,,,,,,,64,2,Sweeper,3,5,5,3,5,3,5,3,Standard,Standard,307,-0.001,0.029,,,,,-0.029,,-2,2,0.139,0.861,34,32,35,33,1,3,49,1,67,1,3.79,-1.36,1.36,26.8,,,,,
SI,2024-07-04,88.6,3.14,5.71,"Ramirez, Nick",553993,598286,,swinging_strike,,,,,14,,R,R,L,LAD,AZ,S,,,0,0,2024,1.26,0.28,0.2770960317665143,1.2212625510517094,,,672515,1,8,Top,,,,,,,-9.458169898670404,-128.67888363668587,-5.402195420859121,15.960157948477365,26.77554135051385,-28.12018140394397,3.51,1.6,,,,87.2,1944,5.5,746126,605131,518692,666158,621035,571771,678246,681624,606192,54.96,,,,,,,,64,1,Sinker,3,5,5,3,5,3,5,3,Standard,Standard,123,0.002,-0.04,72.7,8.1,0.603118356,,0.04,,-2,2,0.137,0.863,34,32,35,33,1,3,49,1,67,1,2.64,1.26,-1.26,30.4,15.82525245900755,1.2801251190889058,43.08669250315153,39.25683627886578,27.51619908666095
CH,2024-07-04,79.0,3.21,5.68,"Ramirez, Nick",672515,598286,single,hit_into_play,,,,,9,Gabriel Moreno singles on a sharp ground ball to shortstop Enrique Hernández.,R,R,L,LAD,AZ,X,6,ground_ball,3,2,2024,1.12,0.43,0.7620956369754375,1.9836611803169248,,,,1,8,Top,106.38,139.3,,,,,-7.29493502687942,-114.80570177652169,-2.018201832035662,11.216946752307985,21.11887625683932,-28.241556046963165,3.46,1.58,125,106.0,6,77.9,1543,5.5,746126,605131,518692,666158,621035,571771,678246,681624,606192,54.96,0.613,0.576,0.9,1,1,0,4,63,7,Changeup,3,5,5,3,5,3,5,3,Strategic,Standard,110,-0.011,0.345,74.2,7.8,,0.706,-0.345,106.0,-2,2,0.148,0.852,34,24,35,24,1,3,49,1,67,1,3.23,1.12,-1.12,28.6,14.172192327998268,-1.8776938269204564,29.21467217914133,43.51740213332737,40.44382428822159
SI,2024-07-04,89.0,3.12,5.71,"Ramirez, Nick",672515,598286,,ball,,,,,13,,R,R,L,LAD,AZ,B,,,2,2,2024,1.35,0.22,-1.0906057241873213,1.4622063659747258,,,,1,8,Top,,,,,,,-12.929465293801572,-128.93639821036686,-4.724588330855461,17.79140832326764,27.09954768466901,-28.862980439183588,3.43341088013476,1.61573674851903,,,,87.4,2068,5.6,746126,605131,518692,666158,621035,571771,678246,681624,606192,54.95,,,,,,,,63,6,Sinker,3,5,5,3,5,3,5,3,Strategic,Standard,120,-0.003,0.108,,,,,-0.108,,-2,2,0.151,0.849,34,24,35,24,1,3,49,1,67,1,2.69,1.35,-1.35,28.7,,,,,
ST,2024-07-04,81.2,3.35,5.7,"Ramirez, Nick",672515,598286,,foul,,,,,5,,R,R,L,LAD,AZ,S,,,2,2,2024,-0.33,-0.31,0.1918477893730425,2.5390219685314253,,,,1,8,Top,,,,,,,-6.345817076505846,-118.1585030629323,0.1082954148850416,-1.897213748793168,21.789355507523165,-35.36180357611154,3.46,1.58,235,80.6,45,80.0,2420,5.4,746126,605131,518692,666158,621035,571771,678246,681624,606192,55.08,,,,,,,,63,5,Sweeper,3,5,5,3,5,3,5,3,Strategic,Standard,299,0.0,0.0,73.3,6.9,,,0.0,88.0,-2,2,0.151,0.849,34,24,35,24,1,3,49,1,67,1,3.76,-0.33,0.33,26.3,6.214918779129815,8.81453211273347,30.13427825058744,36.756625679132654,31.21460254353848
FF,2024-07-04,90.4,3.09,5.92,"Ramirez, Nick",672515,598286,,ball,,,,,12,,R,R,L,LAD,AZ,B,,,1,2,2024,1.15,1.06,1.6058996996379051,3.370887212793124,,,,1,8,Top,,,,,,,-6.021222352347165,-131.44236335514893,-2.6053030867717326,14.665037233401163,28.668185489261376,-19.5194386628402,3.38656850936134,1.60071395629497,,,,88.6,2078,5.2,746126,605131,518692,666158,621035,571771,678246,681624,606192,55.25,,,,,,,,63,4,4-Seam Fastball,3,5,5,3,5,3,5,3,Standard,Standard,124,-0.002,0.043,,,,,-0.043,,-2,2,0.153,0.847,34,24,35,24,1,3,49,1,67,1,1.74,1.15,-1.15,30.4,,,,,
CH,2024-07-04,78.6,3.35,5.72,"Ramirez, Nick",672515,598286,,called_strike,,,,,14,,R,R,L,LAD,AZ,S,,,1,1,2024,1.19,0.55,0.90085969349097,1.757815811121251,,,,1,8,Top,,,,,,,-7.394752013986354,-114.21467036637692,-2.695157972854631,11.7595231992247,21.76245568257794,-27.079005126622487,3.45164955439514,1.66609458923847,,,,77.5,1563,5.7,746126,605131,518692,666158,621035,571771,678246,681624,606192,54.81,,,,,,,,63,3,Changeup,3,5,5,3,5,3,5,3,Standard,Standard,111,0.003,-0.061,,,,,0.061,,-2,2,0.15,0.85,34,24,35,24,1,3,49,1,67,1,3.16,1.19,-1.19,27.2,,,,,
ST,2024-07-04,81.0,3.56,5.59,"Ramirez, Nick",672515,598286,,called_strike,,,,,8,,R,R,L,LAD,AZ,S,,,1,0,2024,-0.43,-0.22,-0.0106192017811901,1.6968710267399874,,,,1,8,Top,,,,,,,-7.051344687233338,-117.82914982375044,-1.648210049210252,-2.714450838404872,21.794767900312603,-34.146693820985696,3.31805963739702,1.60815399765908,,,,80.0,2401,5.6,746126,605131,518692,666158,621035,571771,678246,681624,606192,54.93,,,,,,,,63,2,Sweeper,3,5,5,3,5,3,5,3,Standard,Standard,309,0.001,-0.051,,,,,0.051,,-2,2,0.149,0.851,34,24,35,24,1,3,49,1,67,1,3.69,-0.43,0.43,24.3,,,,,
CH,2024-07-04,79.6,3.35,5.72,"Ramirez, Nick",672515,598286,,ball,,,,,14,,R,R,L,LAD,AZ,B,,,0,0,2024,1.18,0.36,1.4055504637457563,2.4061185357056307,,,,1,8,Top,,,,,,,-6.371418302803738,-115.81679490027336,-1.2276408444893696,11.768660522508137,20.5462431242028,-28.86509806531352,3.3300120941621,1.58824411849757,,,,78.6,1488,5.5,746126,605131,518692,666158,621035,571771,678246,681624,606192,55.01,,,,,,,,63,1,Changeup,3,5,5,3,5,3,5,3,Standard,Standard,110,-0.001,0.039,,,,,-0.039,,-2,2,0.15,0.85,34,24,35,24,1,3,49,1,67,1,3.22,1.18,-1.18,28.3,,,,,
CH,2024-07-04,78.4,3.26,5.75,"Ramirez, Nick",666971,598286,field_out,hit_into_play,,,,,7,Lourdes Gurriel Jr. flies out to left fielder Miguel Vargas.,R,R,L,LAD,AZ,X,7,fly_ball,2,0,2024,1.17,0.42,-0.4227491737974973,1.8217217855624692,,,,0,8,Top,44.81,118.81,,,,,-9.953750990278785,-113.801442531176,-2.416343533255806,11.931696918383947,18.94664769234492,-28.280944397522383,3.68,1.75,280,87.6,47,77.5,1509,5.6,746126,605131,518692,666158,621035,571771,678246,681624,606192,54.92,0.001,0.0,0.0,1,0,0,3,62,3,Changeup,3,5,5,3,5,3,5,3,Standard,Standard,109,0.018,-0.361,85.6,8.4,,0.001,0.361,88.0,-2,2,0.132,0.868,34,30,35,31,1,3,49,1,67,1,3.28,1.17,-1.17,29.0,39.056329050999366,5.185349918030009,39.28896573185568,29.67113585424296,46.9138577901692
CH,2024-07-04,77.8,3.43,5.71,"Ramirez, Nick",666971,598286,,ball,,,,,14,,R,R,L,LAD,AZ,B,,,1,0,2024,1.13,0.63,0.5010619363574553,0.0888803107842384,,,,0,8,Top,,,,,,,-8.213617494688515,-113.00758333646168,-6.235592983505678,11.188274701811864,19.71236383716872,-25.783124165065367,3.70268060612364,1.75814073404324,,,,76.7,1510,5.5,746126,605131,518692,666158,621035,571771,678246,681624,606192,55.02,,,,,,,,62,2,Changeup,3,5,5,3,5,3,5,3,Standard,Standard,115,-0.004,0.069,,,,,-0.069,,-2,2,0.136,0.864,34,30,35,31,1,3,49,1,67,1,3.13,1.13,-1.13,28.0,,,,,
SI,2024-07-04,88.9,3.29,5.81,"Ramirez, Nick",666971,598286,,ball,,,,,14,,R,R,L,LAD,AZ,B,,,0,0,2024,1.39,0.35,1.311665032398642,2.5584075736208773,,,,0,8,Top,,,,,,,-7.618776606973279,-129.27568800424493,-2.6486293850037144,17.147609660384127,25.773115205741668,-27.853379166502883,3.70571041484338,1.79292050038824,,,,87.6,1995,5.4,746126,605131,518692,666158,621035,571771,678246,681624,606192,55.11,,,,,,,,62,1,Sinker,3,5,5,3,5,3,5,3,Standard,Standard,124,-0.002,0.038,,,,,-0.038,,-2,2,0.138,0.862,34,30,35,31,1,3,49,1,67,1,2.52,1.39,-1.39,29.6,,,,,
SI,2024-07-04,98.8,-3.12,6.2,"Martinez, Justin",518692,679885,field_out,hit_into_play,,,,,7,"Freddie Freeman grounds out sharply, shortstop Geraldo Perdomo to first baseman Christian Walker.",R,L,R,LAD,AZ,X,6,ground_ball,2,0,2024,-1.27,0.53,-0.2978442850233536,2.1183127887719166,,,,2,7,Bot,114.25,150.81,,,,,10.64441584953816,-143.34926716103865,-6.882343924873585,-19.975067106199244,33.34124610188697,-23.3869549800626,3.68,1.82,46,108.0,-1,98.7,1900,6.4,746126,672515,572233,606466,553993,672695,666971,677950,682998,54.08,0.497,0.46,0.0,1,0,0,4,61,3,Sinker,3,5,3,5,5,3,3,5,Infield shade,Standard,227,-0.023,-0.363,,,,0.536,0.363,108.0,-2,-2,0.161,0.161,22,34,23,35,2,3,2,1,3,1,1.82,1.27,-1.27,42.7,,,,,
SI,2024-07-04,99.0,-3.14,6.18,"Martinez, Justin",518692,679885,,ball,,,,,13,,R,L,R,LAD,AZ,B,,,1,0,2024,-1.2,0.56,-1.979192851354974,1.833696684926492,,,,2,7,Bot,,,,,,,5.964340722019372,-143.94851214755494,-7.747840069272035,-18.105163817281387,32.72850292034461,-22.82969506612468,3.68267666155889,1.90403893598177,,,,99.0,1932,6.3,746126,672515,572233,606466,553993,672695,666971,677950,682998,54.19,,,,,,,,61,2,Sinker,3,5,3,5,5,3,3,5,Infield shade,Standard,224,0.005,0.068,,,,,-0.068,,-2,-2,0.156,0.156,22,34,23,35,2,3,2,1,3,1,1.77,1.2,-1.2,42.6,,,,,
FS,2024-07-04,88.2,-2.81,6.41,"Martinez, Justin",518692,679885,,ball,,,,,14,,R,L,R,LAD,AZ,B,,,0,0,2024,-0.53,0.07,1.5119358722444185,1.4640547074620862,,,,2,7,Bot,,,,,,,11.634392132051392,-127.935316856122,-6.1153870789099605,-8.055459499324002,24.734906566641435,-30.26638926740834,3.67197097518953,1.86072982071467,,,,88.6,748,6.6,746126,672515,572233,606466,553993,672695,666971,677950,682998,53.92,,,,,,,,61,1,Split-Finger,3,5,3,5,5,3,3,5,Infield shade,Standard,257,0.002,0.04,,,,,-0.04,,-2,-2,0.154,0.154,22,34,23,35,2,3,2,1,3,1,2.86,0.53,-0.53,49.3,,,,,
FS,2024-07-04,89.4,-2.77,6.35,"Martinez, Justin",606192,679885,strikeout,swinging_strike,,,,,9,Teoscar Hernández strikes out swinging.,R,R,R,LAD,AZ,S,2,,1,2,2024,-0.65,-0.26,0.3385357258599735,1.6974507648346373,,,,1,7,Bot,,,,,,,9.056625749644372,-129.8554861056602,-4.902418169994709,-9.269991977690475,27.708817717096714,-34.23082593960141,3.57,1.68,,,,89.6,649,6.5,746126,672515,572233,606466,553993,672695,666971,677950,682998,53.97,,0.0,0.0,1,0,0,,60,4,Split-Finger,3,5,3,5,5,3,3,5,Standard,Standard,266,-0.019,-0.182,72.1,8.5,5.598759564,,0.182,,-2,-2,0.173,0.173,22,31,23,32,2,3,2,1,3,1,3.13,0.65,0.65,47.0,22.975977652539797,-18.375442931402933,32.87256912210441,42.62895521041448,43.82832990080378
SI,2024-07-04,99.4,-3.15,6.13,"Martinez, Justin",606192,679885,,swinging_strike,,,,,13,,R,R,R,LAD,AZ,S,,,1,1,2024,-1.39,0.52,-1.3566379554482273,1.602658019424006,,,,1,7,Bot,,,,,,,8.179351731984475,-144.35549595700397,-8.20857237037154,-21.371612490102383,34.092447984488565,-23.153885826798653,3.57,1.68,,,,99.4,1938,6.4,746126,672515,572233,606466,553993,672695,666971,677950,682998,54.07,,,,,,,,60,3,Sinker,3,5,3,5,5,3,3,5,Standard,Standard,226,-0.007,-0.061,73.0,7.8,1.379546904,,0.061,,-2,-2,0.18,0.18,22,31,23,32,2,3,2,1,3,1,1.8,1.39,1.39,38.9,9.498587187515463,-2.141720465678844,43.19574105957821,24.02360410962731,29.39192198402968
SL,2024-07-04,91.2,-2.99,6.24,"Martinez, Justin",606192,679885,,ball,,,,,14,,R,R,R,LAD,AZ,B,,,0,1,2024,0.32,0.46,0.8180661978951022,1.33490623184301,,,,1,7,Bot,,,,,,,8.917833543590886,-132.46417832659927,-7.446445515413195,1.8681660029266396,27.69139479308408,-25.37077994480526,3.50250408220075,1.64764948860172,,,,91.5,2394,6.5,746126,672515,572233,606466,553993,672695,666971,677950,682998,53.97,,,,,,,,60,2,Slider,3,5,3,5,5,3,3,5,Standard,Standard,190,0.003,0.024,,,,,-0.024,,-2,-2,0.177,0.177,22,31,23,32,2,3,2,1,3,1,2.29,-0.32,-0.32,47.9,,,,,
SI,2024-07-04,99.3,-3.26,6.11,"Martinez, Justin",606192,679885,,called_strike,,,,,7,,R,R,R,LAD,AZ,S,,,0,0,2024,-1.4,0.48,-0.5025179532629775,2.227253037964511,,,,1,7,Bot,,,,,,,10.78714282961208,-144.15210912295643,-6.297830679760276,-22.05158119809041,33.53450264199852,-24.14629024768767,3.69304358724592,1.77389839376563,,,,99.0,1848,6.2,746126,672515,572233,606466,553993,672695,666971,677950,682998,54.26,,,,,,,,60,1,Sinker,3,5,3,5,5,3,3,5,Standard,Standard,229,-0.004,-0.037,,,,,0.037,,-2,-2,0.181,0.181,22,31,23,32,2,3,2,1,3,1,1.84,1.4,1.4,41.9,,,,,
FS,2024-07-04,89.3,-2.58,6.41,"Martinez, Justin",660271,679885,strikeout,swinging_strike,,,,,9,Shohei Ohtani strikes out swinging.,R,L,R,LAD,AZ,S,2,,3,2,2024,-0.28,0.53,0.3887928848683223,1.928651400195404,,,,0,7,Bot,,,,,,,7.964686469928752,-129.76609999084096,-6.167545154525431,-4.862911364388957,27.498118910054146,-25.034803997385573,3.52,1.62,,,,90.0,820,6.8,746126,672515,572233,606466,553993,672695,666971,677950,682998,53.67,,0.0,0.0,1,0,0,,59,6,Split-Finger,3,5,3,5,5,3,3,5,Strategic,Standard,246,-0.05,-0.333,78.8,8.8,1.34129388,,0.333,,-2,-2,0.231,0.231,22,29,23,30,1,3,2,1,3,1,2.34,0.28,-0.28,51.2,28.43464973260327,-23.69725179144052,40.46052192895275,34.50005038680823,37.44002041570768
