pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
SL,2024-07-04,91.2,-1.92,6.18,"Vieira, Thyago",571771,600986,,ball,,,,,14,,R,R,R,LAD,AZ,B,,,0,1,2024,0.12,0.3,0.7077710269093297,1.1232331011406036,,,,1,9,Bot,,,,,,,6.420913435484943,-132.63190096023737,-7.553117166693071,0.0607569817098528,27.51747806742844,-27.26614412666153,3.38740759422395,1.640001353724,,,,92.3,2345,6.9,746126,672515,572233,606466,621028,672695,666971,677950,682998,53.56,,,,,,,,79,2,Slider,3,9,3,9,9,3,3,9,Standard,Standard,164,0.0,0.024,,,,,-0.024,,-6,-6,0.001,0.001,31,32,31,33,1,3,1,1,2,3,2.44,-0.12,-0.12,54.0,,,,,
FF,2024-07-04,99.7,-2.14,6.11,"Vieira, Thyago",571771,600986,,swinging_strike,,,,,2,,R,R,R,LAD,AZ,S,,,0,0,2024,-0.69,1.31,0.0050652838313565,3.394653950872363,,,,1,9,Bot,,,,,,,7.597348217804049,-144.92513051401644,-5.194259409919304,-11.459798763234929,33.94644444511824,-12.697136541654436,3.34,1.64,,,,100.7,2302,6.9,746126,672515,572233,606466,621028,672695,666971,677950,682998,53.62,,,,,,,,79,1,4-Seam Fastball,3,9,3,9,9,3,3,9,Standard,Standard,210,0.0,-0.037,68.2,6.3,0.960552696,,0.037,,-6,-6,0.001,0.001,31,32,31,33,1,3,1,1,2,3,0.99,0.69,0.69,51.6,1.4501929564104326,22.07614720379681,20.089092184763565,36.872734358494895,17.36125322818373
FF,2024-07-04,99.7,-2.11,6.08,"Vieira, Thyago",621035,600986,strikeout,swinging_strike,,,,,6,Chris Taylor strikes out swinging.,R,R,R,LAD,AZ,S,2,,2,2,2024,-0.5,1.56,0.713507208953136,2.898317616455777,,,,0,9,Bot,,,,,,,9.043452942631692,-144.79168802643127,-7.078961137463487,-9.240667745076966,34.56798947413296,-8.77151391912607,3.6,1.7,,,,100.7,2413,7.0,746126,672515,572233,606466,621028,672695,666971,677950,682998,53.53,,0.0,0.0,1,0,0,,78,5,4-Seam Fastball,3,9,3,9,9,3,3,9,Standard,Standard,211,-0.002,-0.227,68.0,6.6,0.865394316,,0.227,,-6,-6,0.003,0.003,31,33,31,34,1,3,1,1,2,1,0.75,0.5,0.5,52.1,1.8405115462177144,23.582620815938395,30.29568606496616,48.513659259279365,19.943978470638164
SL,2024-07-04,89.6,-1.95,6.28,"Vieira, Thyago",621035,600986,,ball,,,,,13,,R,R,R,LAD,AZ,B,,,1,2,2024,0.3,0.23,-0.6799011485073092,1.519857022784218,,,,0,9,Bot,,,,,,,2.532721507845979,-130.41483036887513,-6.3051180873386885,2.931281425536705,27.925364123446936,-28.44042969969147,3.59999882203053,1.67402469438326,,,,90.6,2338,6.9,746126,672515,572233,606466,621028,672695,666971,677950,682998,53.56,,,,,,,,78,4,Slider,3,9,3,9,9,3,3,9,Standard,Standard,126,0.001,0.04,,,,,-0.04,,-6,-6,0.002,0.002,31,33,31,34,1,3,1,1,2,1,2.61,-0.3,-0.3,54.5,,,,,
FF,2024-07-04,99.0,-2.13,6.08,"Vieira, Thyago",621035,600986,,called_strike,,,,,6,,R,R,R,LAD,AZ,S,,,1,1,2024,-0.77,1.36,0.7147639510400231,2.7667984560348065,,,,0,9,Bot,,,,,,,9.656913325746793,-143.77629505113555,-6.826795705084947,-12.984145718000814,33.98908389530953,-11.823331222206862,3.63577022398801,1.69999870800013,,,,99.8,2312,6.9,746126,672515,572233,606466,621028,672695,666971,677950,682998,53.63,,,,,,,,78,3,4-Seam Fastball,3,9,3,9,9,3,3,9,Standard,Standard,212,-0.001,-0.056,,,,,0.056,,-6,-6,0.003,0.003,31,33,31,34,1,3,1,1,2,1,0.98,0.77,0.77,46.7,,,,,
FF,2024-07-04,98.7,-2.4,6.02,"Vieira, Thyago",621035,600986,,swinging_strike,,,,,5,,R,R,R,LAD,AZ,S,,,1,0,2024,-0.66,1.53,-0.1009968736751043,2.543708209736091,,,,0,9,Bot,,,,,,,7.8220601514614945,-143.32789102758156,-7.5707545804501555,-10.952392311047896,34.21923328459055,-9.512782077471533,3.6,1.7,,,,98.9,2347,6.6,746126,672515,572233,606466,621028,672695,666971,677950,682998,53.93,,,,,,,,78,2,4-Seam Fastball,3,9,3,9,9,3,3,9,Standard,Standard,215,-0.001,-0.049,73.0,7.4,0.165051744,,0.049,,-6,-6,0.004,0.004,31,33,31,34,1,3,1,1,2,1,0.83,0.66,0.66,44.5,12.602839483536052,1.5311499707105145,42.853584322793886,39.20635561303358,29.524422282433846
SI,2024-07-04,99.1,-2.42,5.89,"Vieira, Thyago",621035,600986,,ball,,,,,13,,R,R,R,LAD,AZ,B,,,0,0,2024,-1.08,1.16,-1.4203374859377849,2.569867992408849,,,,0,9,Bot,,,,,,,5.324042389382048,-144.20946651069977,-6.417120634823151,-16.361161096704123,33.64939481970823,-14.680639310356188,3.68348424859667,1.70861440271672,,,,99.9,2298,6.8,746126,672515,572233,606466,621028,672695,666971,677950,682998,53.74,,,,,,,,78,1,Sinker,3,9,3,9,9,3,3,9,Standard,Standard,222,0.001,0.038,,,,,-0.038,,-6,-6,0.003,0.003,31,33,31,34,1,3,1,1,2,1,1.16,1.08,1.08,44.6,,,,,
SI,2024-07-04,88.0,3.14,5.71,"Ramirez, Nick",677950,598286,field_out,hit_into_play,,,,,6,Alek Thomas flies out sharply to center fielder Andy Pages.,R,L,L,LAD,AZ,X,8,fly_ball,1,0,2024,1.19,0.38,0.5943581520175947,2.5341107913021528,,672515,621028,2,9,Top,110.88,46.35,,,,,-8.498068593570498,-127.96184571541131,-2.3658491036336744,14.797199196105312,25.36715084688576,-27.73439653117156,3.23,1.45,378,100.5,31,86.7,2007,5.4,746126,605131,518692,666158,621035,571771,678246,681624,606192,55.06,0.486,0.950714285714286,0.0,1,0,0,6,77,2,Sinker,3,9,9,3,9,3,9,3,Infield shade,Standard,127,0.0,-0.305,71.0,6.8,,1.863,0.305,100.5,-6,6,0.003,0.997,34,24,35,24,2,4,49,2,67,1,2.56,1.19,1.19,29.7,11.65949382535734,-1.6361943526927774,28.922709465586745,30.33627221024942,33.66682497799668
SI,2024-07-04,87.5,3.27,5.71,"Ramirez, Nick",677950,598286,,ball,,,,,12,,R,L,L,LAD,AZ,B,,,0,0,2024,1.33,0.29,1.4332863246528924,3.2747142760814385,,672515,621028,2,9,Top,,,,,,,-7.052116532376801,-127.27110720643428,-0.3529085152454018,15.869763878325164,25.5122331662385,-29.2072691316591,3.31983967991724,1.51938390635117,,,,86.3,2002,5.5,746126,605131,518692,666158,621035,571771,678246,681624,606192,55.03,,,,,,,,77,1,Sinker,3,9,9,3,9,3,9,3,Infield shade,Standard,129,0.0,0.026,,,,,-0.026,,-6,6,0.003,0.997,34,24,35,24,2,4,49,2,67,1,2.69,1.33,1.33,29.8,,,,,
,2024-07-04,,,,"Ramirez, Nick",621028,598286,intent_walk,automatic_ball,,,,,,Nick Ramirez intentionally walks Kevin Newman.,R,R,L,LAD,AZ,B,,,3,0,2024,,,,,,672515,,2,9,Top,,,,,,,,,,,,,,,,,,,,,746126,605131,518692,666158,621035,571771,678246,681624,606192,,,,0.4,0,0,0,,76,4,,3,9,9,3,9,3,9,3,,,,0.0,,,,,,,,-6,6,0.003,0.997,34,30,35,31,2,0,49,5,67,1,,,,,,,,,
,2024-07-04,,,,"Ramirez, Nick",621028,598286,,automatic_ball,,,,,,,R,R,L,LAD,AZ,B,,,2,0,2024,,,,,,672515,,2,9,Top,,,,,,,,,,,,,,,,,,,,,746126,605131,518692,666158,621035,571771,678246,681624,606192,,,,,,,,,76,3,,3,9,9,3,9,3,9,3,,,,0.0,,,,,,,,-6,6,0.003,0.997,34,30,35,31,2,0,49,5,67,1,,,,,,,,,
,2024-07-04,,,,"Ramirez, Nick",621028,598286,,automatic_ball,,,,,,,R,R,L,LAD,AZ,B,,,1,0,2024,,,,,,672515,,2,9,Top,,,,,,,,,,,,,,,,,,,,,746126,605131,518692,666158,621035,571771,678246,681624,606192,,,,,,,,,76,2,,3,9,9,3,9,3,9,3,,,,0.0,,,,,,,,-6,6,0.003,0.997,34,30,35,31,2,0,49,5,67,1,,,,,,,,,
,2024-07-04,,,,"Ramirez, Nick",621028,598286,,automatic_ball,,,,,,,R,R,L,LAD,AZ,B,,,0,0,2024,,,,,,672515,,2,9,Top,,,,,,,,,,,,,,,,,,,,,746126,605131,518692,666158,621035,571771,678246,681624,606192,,,,,,,,,76,1,,3,9,9,3,9,3,9,3,,,,0.0,,,,,,,,-6,6,0.003,0.997,34,30,35,31,2,0,49,5,67,1,,,,,,,,,
CH,2024-07-04,79.7,3.2,5.7,"Ramirez, Nick",672515,598286,double,hit_into_play,,,,,13,Gabriel Moreno doubles (13) on a ground ball to left fielder Miguel Vargas. Christian Walker scores. Lourdes Gurriel Jr. scores.,R,R,L,LAD,AZ,X,7,ground_ball,2,2,2024,1.11,0.64,-0.1132004203699004,1.3726620103161196,,572233,666971,2,9,Top,36.76,109.04,,,,,-9.213127067849689,-115.7214232911208,-3.943031725039277,11.625650624173824,19.840472595201483,-25.91028353083085,3.46,1.58,33,92.5,-1,78.7,1481,5.6,746126,605131,518692,666158,621035,571771,678246,681624,606192,54.94,0.324,0.295,1.25,1,1,1,2,75,6,Changeup,3,7,7,3,9,3,9,3,Standard,Standard,119,-0.013,1.052,78.0,7.9,,0.343,-1.052,92.5,-4,4,0.016,0.984,34,24,35,24,2,4,49,1,67,1,2.95,1.11,-1.11,28.2,15.77782797498579,-11.319774848954678,42.15313838200324,34.054217013279924,44.59523823528401
FF,2024-07-04,86.1,3.17,5.74,"Ramirez, Nick",672515,598286,,ball,,,,,12,,R,R,L,LAD,AZ,B,,,1,2,2024,0.13,0.82,0.3019902728652892,4.430024770711274,,572233,666971,2,9,Top,,,,,,,-6.986772308151525,-125.34185281844329,1.368794800706244,2.660650666083211,22.120826149435764,-23.926802363263327,3.41334780336363,1.61201269697028,,,,85.4,2280,5.5,746126,605131,518692,666158,621035,571771,678246,681624,606192,55.0,,,,,,,,75,5,4-Seam Fastball,3,7,7,3,7,3,7,3,Strategic,Standard,138,-0.001,0.016,,,,,-0.016,,-4,4,0.017,0.983,34,24,35,24,2,4,49,1,67,1,2.22,0.13,-0.13,33.1,,,,,
SI,2024-07-04,88.4,3.18,5.74,"Ramirez, Nick",672515,598286,,foul,,,,,2,,R,R,L,LAD,AZ,S,,,1,2,2024,1.37,0.2,0.1268449985601767,2.8769389251727397,,572233,666971,2,9,Top,,,,,,,-10.085460389379609,-128.4233672812927,-1.2976917153260854,17.259203597937294,26.29469196349654,-29.92110628155556,3.46,1.58,181,71.4,59,86.8,2093,5.3,746126,605131,518692,666158,621035,571771,678246,681624,606192,55.15,,,,,,,,75,4,Sinker,3,7,7,3,7,3,7,3,Standard,Standard,123,0.0,0.0,72.5,6.6,,,0.0,88.0,-4,4,0.017,0.983,34,24,35,24,2,4,49,1,67,1,2.73,1.37,-1.37,28.3,1.3840418176485954,13.710152600904127,30.449022497499747,36.05573090483969,28.94406731758229
SI,2024-07-04,88.6,3.31,5.72,"Ramirez, Nick",672515,598286,,called_strike,,,,,2,,R,R,L,LAD,AZ,S,,,1,1,2024,1.47,0.33,0.2652991841853298,3.1462210892044364,,572233,666971,2,9,Top,,,,,,,-10.311863625185966,-128.58321237933683,-0.8712291511814778,18.496495967387315,26.615672837152623,-28.60113425358976,3.43424581449368,1.62789478917233,,,,87.1,2074,5.5,746126,605131,518692,666158,621035,571771,678246,681624,606192,55.01,,,,,,,,75,3,Sinker,3,7,7,3,7,3,7,3,Standard,Standard,126,0.001,-0.076,,,,,0.076,,-4,4,0.016,0.984,34,24,35,24,2,4,49,1,67,1,2.59,1.47,-1.47,27.6,,,,,
ST,2024-07-04,80.4,3.5,5.62,"Ramirez, Nick",672515,598286,,called_strike,,,,,4,,R,R,L,LAD,AZ,S,,,1,0,2024,-0.99,-0.2,-0.4362327542137875,2.601669957321432,,572233,666971,2,9,Top,,,,,,,-6.745031305471053,-116.94397328473362,0.3908599410957805,-7.745287956979351,23.08769190173053,-34.29310168541136,3.39765652780353,1.62367135726953,,,,79.2,2395,5.6,746126,605131,518692,666158,621035,571771,678246,681624,606192,54.93,,,,,,,,75,2,Sweeper,3,7,7,3,7,3,7,3,Standard,Standard,303,0.0,-0.042,,,,,0.042,,-4,4,0.016,0.984,34,24,35,24,2,4,49,1,67,1,3.74,-0.99,0.99,25.3,,,,,
SI,2024-07-04,88.0,3.36,5.68,"Ramirez, Nick",672515,598286,,ball,,,,,14,,R,R,L,LAD,AZ,B,,,0,0,2024,1.31,0.52,1.3461861718087769,2.4759419249818087,,572233,666971,2,9,Top,,,,,,,-7.466015845204825,-128.02023655579004,-2.780849179056653,15.869081559606911,23.89761422761681,-26.08297676846172,3.38361170758959,1.60956729499586,,,,87.2,2040,5.6,746126,605131,518692,666158,621035,571771,678246,681624,606192,54.95,,,,,,,,75,1,Sinker,3,7,7,3,7,3,7,3,Strategic,Standard,125,0.0,0.026,,,,,-0.026,,-4,4,0.016,0.984,34,24,35,24,2,4,49,1,67,1,2.4,1.31,-1.31,27.4,,,,,
CH,2024-07-04,78.4,3.24,5.67,"Ramirez, Nick",666971,598286,single,hit_into_play,,,,,14,Lourdes Gurriel Jr. singles on a line drive to left fielder Miguel Vargas. Ketel Marte scores. Randal Grichuk scores. Christian Walker to 2nd.,R,R,L,LAD,AZ,X,7,line_drive,1,2,2024,1.08,0.49,0.5671276740773075,1.435494243206371,606466,545341,572233,2,9,Top,76.96,112.64,,,,,-7.687491085696969,-113.94880891573038,-3.222186798680344,10.800174830194496,19.034862502518376,-27.482874194136222,3.68,1.75,221,70.6,25,77.9,1595,5.8,746126,605131,518692,666158,621035,571771,678246,681624,606192,54.71,0.974,0.897,0.9,1,1,0,4,74,4,Changeup,3,5,5,3,7,3,7,3,Standard,Standard,113,-0.061,0.585,69.4,8.7,,1.037,-0.585,88.0,-2,2,0.077,0.923,34,30,35,31,2,4,49,1,67,1,3.2,1.08,-1.08,28.5,19.395289516185645,-21.4731136645598,41.20199129042373,41.173150686669736,44.27481693004471
CH,2024-07-04,78.7,3.28,5.65,"Ramirez, Nick",666971,598286,,foul,,,,,9,,R,R,L,LAD,AZ,S,,,1,1,2024,1.14,0.4,0.8237280746032842,1.7396007341073312,606466,545341,572233,2,9,Top,,,,,,,-7.341618097879362,-114.42093483740086,-2.3909218010741595,11.333665266322331,20.76758992265592,-28.429304824121346,3.68,1.75,187,68.0,48,77.8,1559,5.6,746126,605131,518692,666158,621035,571771,678246,681624,606192,54.85,,,,,,,,74,3,Changeup,3,5,5,3,5,3,5,3,Standard,Standard,114,0.006,-0.05,68.1,7.6,,,0.05,88.0,-2,2,0.071,0.929,34,30,35,31,2,4,49,1,67,1,3.28,1.14,-1.14,28.9,1.2683949643554122,4.587284009690963,37.833953822486905,43.16192390661858,26.25719154228481
CH,2024-07-04,79.0,3.17,5.74,"Ramirez, Nick",666971,598286,,foul,,,,,14,,R,R,L,LAD,AZ,S,,,1,0,2024,1.21,0.57,0.927616319249033,2.68368230126526,606466,545341,572233,2,9,Top,,,,,,,-7.009427331057499,-114.91220629430964,-0.9121409640391562,12.068465616364202,21.669497436713343,-27.18453696701598,3.68,1.75,,,,77.7,1556,5.4,746126,605131,518692,666158,621035,571771,678246,681624,606192,55.08,,,,,,,,74,2,Changeup,3,5,5,3,5,3,5,3,Standard,Standard,113,0.005,-0.044,72.3,7.9,,,0.044,,-2,2,0.066,0.934,34,30,35,31,2,4,49,1,67,1,3.09,1.21,-1.21,26.6,8.907025661811197,-4.598598611208585,28.36191080873796,46.259553987540855,32.621554395136215
SI,2024-07-04,88.6,3.23,5.73,"Ramirez, Nick",666971,598286,,ball,,,,,12,,R,R,L,LAD,AZ,B,,,0,0,2024,1.31,0.23,1.4283378413266894,2.732474437503356,606466,545341,572233,2,9,Top,,,,,,,-7.010612531632843,-128.8020655664537,-1.722703504543128,16.05556338472676,26.67299861714109,-29.432385669249403,3.67999860639995,1.71563035888566,,,,87.2,2063,5.4,746126,605131,518692,666158,621035,571771,678246,681624,606192,55.08,,,,,,,,74,1,Sinker,3,5,5,3,5,3,5,3,Standard,Standard,124,-0.004,0.031,,,,,-0.031,,-2,2,0.07,0.93,34,30,35,31,2,4,49,1,67,1,2.68,1.31,-1.31,29.8,,,,,
SI,2024-07-04,87.8,3.34,5.76,"Ramirez, Nick",572233,598286,walk,ball,,,,,12,Christian Walker walks. Ketel Marte to 3rd. Randal Grichuk to 2nd.,R,R,L,LAD,AZ,B,,,3,0,2024,1.23,0.42,1.8760354189792725,3.1621528239129115,,606466,545341,2,9,Top,,,,,,,-5.977300807922596,-127.860941211412,-1.098675266097581,14.73331357081324,23.897349683771207,-27.474325007584355,3.54416201858307,1.55097787663091,,,,86.7,2015,5.4,746126,605131,518692,666158,621035,571771,678246,681624,606192,55.14,,0.689131,0.7,1,0,0,,73,4,Sinker,3,5,5,3,5,3,5,3,Standard,Standard,125,-0.004,0.085,,,,,-0.085,,-2,2,0.074,0.926,34,33,35,33,1,4,49,1,67,1,2.51,1.23,-1.23,29.3,,,,,
CH,2024-07-04,78.7,3.26,5.72,"Ramirez, Nick",572233,598286,,ball,,,,,14,,R,R,L,LAD,AZ,B,,,2,0,2024,1.12,0.47,1.6637412321038951,1.7282412971289465,,606466,545341,2,9,Top,,,,,,,-5.44194986509264,-114.6271419990894,-2.764558052718923,10.874304372966634,19.066998304297204,-27.72283872727532,3.41527504351475,1.55137260213709,,,,77.7,1536,5.3,746126,605131,518692,666158,621035,571771,678246,681624,606192,55.2,,,,,,,,73,3,Changeup,3,5,5,3,5,3,5,3,Standard,Standard,114,-0.002,0.08,,,,,-0.08,,-2,2,0.076,0.924,34,33,35,33,1,4,49,1,67,1,3.17,1.12,-1.12,28.8,,,,,
CH,2024-07-04,78.7,3.21,5.71,"Ramirez, Nick",572233,598286,,blocked_ball,,,,,14,,R,R,L,LAD,AZ,B,,,1,0,2024,1.22,0.79,0.4807087581805607,0.6526203145465752,,606466,545341,2,9,Top,,,,,,,-8.047036992123834,-114.27416796290836,-5.536089483319298,12.169358087192505,20.06581427131248,-24.43534333783476,3.447459956371,1.48642516412178,,,,77.7,1559,5.6,746126,605131,518692,666158,621035,571771,678246,681624,606192,54.92,,,,,,,,73,2,Changeup,3,5,5,3,5,3,5,3,Standard,Standard,116,-0.002,0.044,,,,,-0.044,,-2,2,0.078,0.922,34,33,35,33,1,4,49,1,67,1,2.89,1.22,-1.22,29.3,,,,,
CH,2024-07-04,78.5,3.3,5.71,"Ramirez, Nick",572233,598286,,ball,,,,,14,,R,R,L,LAD,AZ,B,,,0,0,2024,1.32,0.68,0.1228780730400638,1.191126780736933,,606466,545341,2,9,Top,,,,,,,-9.150189863856555,-113.93577650810168,-4.133892151868653,13.122535873582082,20.19129568358045,-25.691499326774604,3.46157215372306,1.53285137786348,,,,77.4,1541,5.6,746126,605131,518692,666158,621035,571771,678246,681624,606192,54.93,,,,,,,,73,1,Changeup,3,5,5,3,5,3,5,3,Standard,Standard,116,-0.001,0.026,,,,,-0.026,,-2,2,0.079,0.921,34,33,35,33,1,4,49,1,67,1,3.03,1.32,-1.32,30.3,,,,,
SI,2024-07-04,87.3,3.22,5.79,"Ramirez, Nick",545341,598286,single,hit_into_play,,,,,5,Randal Grichuk singles on a sharp ground ball to left fielder Miguel Vargas. Ketel Marte to 2nd.,R,R,L,LAD,AZ,X,7,ground_ball,0,0,2024,1.26,0.36,-0.1185386574454681,2.1358067774955187,,,606466,2,9,Top,57.35,112.06,,,,,-10.425969784526876,-126.72099399916836,-3.3417129296104475,15.697299442170108,24.848969918482965,-27.82092393053796,3.25,1.52,102,110.3,5,86.0,1930,5.5,746126,605131,518692,666158,621035,571771,678246,681624,606192,55.03,0.703,0.676,0.9,1,1,0,4,72,1,Sinker,3,5,5,3,5,3,5,3,Standard,Standard,121,-0.007,0.357,75.9,7.8,,0.829,-0.357,110.3,-2,2,0.086,0.914,34,32,35,33,1,0,49,1,67,1,2.64,1.26,-1.26,28.3,11.143425832833268,-12.329710341081642,29.755888374596797,35.08792907997425,34.44269394121163
SI,2024-07-04,88.6,3.17,5.78,"Ramirez, Nick",606466,598286,single,hit_into_play,,,,,5,Ketel Marte singles on a sharp ground ball to center fielder Andy Pages.,R,R,L,LAD,AZ,X,8,ground_ball,1,0,2024,1.35,0.27,-0.0007259590187522,2.633175239410454,,,,2,9,Top,95.49,82.4,,,,,-10.388436351063351,-128.72241079792212,-2.203153207534965,17.130513845332118,24.572057339704635,-28.894715268504456,3.67,1.72,29,109.2,-4,87.6,1994,5.5,746126,605131,518692,666158,621035,571771,678246,681624,606192,54.96,0.413,0.373,0.9,1,1,0,4,71,2,Sinker,3,5,5,3,5,3,5,3,Infield shade,Standard,129,-0.004,0.293,77.2,7.3,,0.431,-0.293,109.2,-2,2,0.09,0.91,34,30,35,31,1,4,49,1,67,1,2.62,1.35,-1.35,27.6,3.3312857010095285,6.042657726888882,29.03357770839564,33.94797737024583,29.26771161821448
SI,2024-07-04,88.6,3.27,5.76,"Ramirez, Nick",606466,598286,,ball,,,,,14,,R,R,L,LAD,AZ,B,,,0,0,2024,1.25,0.33,1.2085706009670334,2.2997428280039447,,,,2,9,Top,,,,,,,-7.49642119018509,-128.81302510912946,-3.072125607183142,15.468903209939697,24.957845827043293,-28.03629996390983,3.75879144285112,1.8092904383061,,,,87.3,2026,5.3,746126,605131,518692,666158,621035,571771,678246,681624,606192,55.16,,,,,,,,71,1,Sinker,3,5,5,3,5,3,5,3,Infield shade,Standard,129,0.0,0.04,,,,,-0.04,,-2,2,0.09,0.91,34,30,35,31,1,4,49,1,67,1,2.56,1.25,-1.25,28.8,,,,,
SI,2024-07-04,88.1,3.21,5.8,"Ramirez, Nick",682998,598286,field_out,hit_into_play,,,,,12,Corbin Carroll grounds out to first baseman Freddie Freeman.,R,L,L,LAD,AZ,X,3,ground_ball,0,0,2024,1.33,0.41,1.0481666162706935,2.285380191154517,,,,1,9,Top,143.75,166.73,,,,,-7.868281940887327,-128.14117814663695,-3.289980215034389,16.27754798652143,25.211122803233756,-27.11948369010168,3.1,1.43,9,74.4,-14,87.0,1990,5.5,746126,605131,518692,666158,621035,571771,678246,681624,606192,55.02,0.07,0.067,0.0,1,0,0,2,70,1,Sinker,3,5,5,3,5,3,5,3,Strategic,Standard,122,0.006,-0.256,67.6,6.1,,0.097,0.256,88.0,-2,2,0.084,0.916,34,23,35,24,1,4,49,1,67,1,2.51,1.33,1.33,30.0,2.6357565047406983,1.7163005390333532,27.1310001424809,25.94042258364137,32.56806151166758
ST,2024-07-04,80.3,3.54,5.65,"Ramirez, Nick",672695,598286,field_out,hit_into_play,,,,,9,"Geraldo Perdomo grounds out, shortstop Enrique Hernández to first baseman Freddie Freeman.",R,R,L,LAD,AZ,X,6,ground_ball,0,2,2024,-1.02,-0.23,0.5866855107459906,1.5893621983573447,,,,0,9,Top,110.27,141.03,,,,,-4.524277938644774,-116.90596136737544,-1.855893490520516,-8.527320224572557,22.28477893546956,-34.13046119245475,3.44,1.61,106,98.9,5,78.9,2419,5.3,746126,605131,518692,666158,621035,571771,678246,681624,606192,55.18,0.537,0.512,0.0,1,0,0,4,69,3,Sweeper,3,5,5,3,5,3,5,3,Standard,Standard,305,0.005,-0.163,66.4,7.6,,0.625,0.163,98.9,-2,2,0.079,0.921,34,24,35,25,1,3,49,1,67,1,3.76,-1.02,1.02,25.9,9.234999026982152,5.521995961876358,37.58665215778312,42.74141393112583,26.372528606042717
ST,2024-07-04,80.5,3.58,5.74,"Ramirez, Nick",672695,598286,,called_strike,,,,,6,,R,R,L,LAD,AZ,S,,,0,1,2024,-0.76,-0.17,0.7337274696473055,2.685916517384859,,,,0,9,Top,,,,,,,-4.811550988186772,-117.23584691360644,0.1812563176764827,-6.089994454721354,21.916165907412985,-33.976886837029745,3.5104955358551,1.72115759867915,,,,79.4,2239,5.5,746126,605131,518692,666158,621035,571771,678246,681624,606192,55.03,,,,,,,,69,2,Sweeper,3,5,5,3,5,3,5,3,Standard,Standard,307,0.002,-0.054,,,,,0.054,,-2,2,0.077,0.923,34,24,35,25,1,3,49,1,67,1,3.68,-0.76,0.76,29.6,,,,,
CH,2024-07-04,78.0,3.19,5.77,"Ramirez, Nick",672695,598286,,foul_bunt,,,,,7,,R,R,L,LAD,AZ,S,,,0,0,2024,1.23,0.82,-0.3596199957367727,1.5611272160385266,,,,0,9,Top,,,,,,,-9.734479423431834,-113.19729793211644,-3.6720076109994872,12.26805873232012,18.0621566996378,-24.610330281584304,3.44,1.61,,,,77.2,1617,5.6,746126,605131,518692,666158,621035,571771,678246,681624,606192,54.9,,,,,,,,69,1,Changeup,3,5,5,3,5,3,5,3,Standard,Standard,117,0.001,-0.037,11.4,2.9,,,0.037,,-2,2,0.076,0.924,34,24,35,25,1,3,49,1,67,1,2.91,1.23,-1.23,28.5,-16.548785726422924,-32.21403695154756,38.333948843241856,34.93655949734516,28.589410508231246
SI,2024-07-04,92.1,-3.92,3.51,"Thompson, Ryan",666158,657044,field_out,hit_into_play,,,,,7,"Gavin Lux grounds out, first baseman Christian Walker to pitcher Ryan Thompson.",R,L,R,LAD,AZ,X,3,ground_ball,0,0,2024,-1.21,-0.41,-0.4104542871259558,1.6798258717937091,,,,2,8,Bot,146.94,170.18,,,,,11.559711791258447,-133.64860841414395,2.107870269845076,-16.936810657664218,27.98290476519276,-37.79123884067965,3.37,1.66,2,65.0,-42,92.3,2013,6.5,746126,672515,572233,606466,621028,672695,666971,677950,682998,53.99,0.193,0.182,0.0,1,0,0,2,68,1,Sinker,3,5,3,5,5,3,3,5,Standard,Standard,277,-0.017,-0.256,81.0,7.4,,0.195,0.256,88.0,-2,-2,0.093,0.093,32,26,32,27,1,3,4,1,2,1,3.1,1.21,-1.21,-10.7,9.744780644216696,3.6879751823643225,35.39355233062411,39.298274019484765,37.00225135862373
